TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Maut_SID_Ri1;Maut_SID_Ri2;Anz_Fs_Ri1;Anz_Fs_Ri2;DTA_SV_Ri1;fA_SV_Ri1;qBm_SV_Ri1;B_anno_SV_Ri1;DTA_SV_Ri2;fA_SV_Ri2;qBm_SV_Ri2;B_anno_SV_Ri2;DTV_Bus_Ri1;DTV_LoA_Ri1;DTV_Lzg_Ri1;DTV_Sat_Ri1;DTV_Bus_Ri2;DTV_LoA_Ri2;DTV_Lzg_Ri2;DTV_Sat_Ri2;Anmerkungen;
4609;5108;Sprockhövel;5;NW;A;43;;8+1;Recklinghausen;AS Witten-Herbede;N;Wuppertal;AS Bochum-Sprockhövel;S;4;9,5;305;187;68;50;57.809;29.441;28.368;62.074;31.693;30.381;57.527;29.434;28.093;42.217;21.033;21.184;+10,2;+11,3;+3,9;+15,7;4.783;2.381;2.402;5.916;2.956;2.960;4.859;2.426;2.433;451;176;274;+9,2;+10,4;+5,2;+8,4;8,3;9,5;8,4;1,1;0,93;0,69;1,02;3.267;7,8;691;13,1;3.574;8,5;2.347;4,3;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;B;8;;D;8;17;D;8;17;D;8;15;C;;;D;14;;D;15;;C;15;;D;18;;88,9;7,3;0,5;0,8;2,5;5,6;4,2;0,2;2,0;87,8;7,9;0,4;0,8;2,9;6,5;4,8;0,2;1,9;88,6;7,4;0,5;0,9;2,6;5,7;4,2;0,2;2,1;96,0;3,5;0,9;0,8;0,4;0,6;0,4;0,1;2,1;379.086;5.693.478;63.003;32.234;30.769;6.545;3.271;3.274;50.924;25.768;25.156;1.326;655;670;;;;;;;;;;;;;;;;;63.892;32.674;31.218;6.742;3.370;3.371;10,6;10,3;10,8;51,37965985;7,26255118;3.022;2.693;10,3;9,5;6,8;7,3;4,8;4,6;9,2;8,6;34.231;32.121;0,68;0,70;0,91;0,97;1,03;1,00;0,77;0,79;3.253;106;199;17;2.234;22;79;12;598;24;66;2;10;4609035A4509007A;2,905;Ri1_ist_NachNK;1.686;3.552;2;2;9.602;4,03;0,32;1.105.066;9.224;3,84;0,3;1.011.039;64;625;1.692;1.279;27;835;1.540;1.129;;
5202;5074;AC-Lichtenbusch;5;NW;A;44;;8+1;Aachen;AS Aachen-Lichtenbusch;O;Lüttich (B);AS GÜG Lichtenbusch;W;6;0,3;271;180;62;29;28.986;15.133;13.853;29.376;15.198;14.178;31.900;16.717;15.183;23.897;12.915;10.981;+20,2;+17,6;+19,1;+36,2;7.941;4.020;3.921;9.542;4.824;4.718;8.299;4.174;4.126;1.512;822;690;+0,1;-0,5;+3,8;-7,3;27,4;32,5;26,0;6,3;1,09;0,80;1,12;1.597;25,2;430;43,8;1.721;26,1;1.222;21,2;;;;;;;;;;;;;;;;;;C;C;E;C;B;C;;;E;18;;C;;;E;18;;C;;;E;17;;D;12;;A;;;C;17;;B;13;;71,3;8,4;0,4;1,3;3,3;23,9;21,2;0,2;0,0;66,3;8,1;0,3;1,2;3,7;28,7;25,4;0,2;0,0;72,4;8,7;0,4;1,6;3,2;22,7;20,1;0,2;0,0;92,2;9,0;0,7;1,5;2,0;4,1;3,7;0,3;0,0;296.951;5.622.599;30.000;15.554;14.446;10.151;5.135;5.016;30.042;15.693;14.349;4.774;2.368;2.406;;;;;;;;;;;;;;;;;29.412;15.184;14.228;10.369;5.251;5.119;35,3;34,6;36,0;50,71966653;6,12337609;1.493;1.439;9,9;10,4;7,6;15,3;5,8;13,4;9,8;10,1;15.295;14.217;0,84;0,76;0,95;0,99;1,13;1,11;1,00;0,99;1.264;58;392;7;960;39;220;4;241;20;168;0;10;5202048O5202047A;0,249;Ri1_ist_NachNK;4.616;2.765;3;3;17.880;4,45;0,33;1.965.993;17.661;4,5;0,34;1.961.958;24;527;3.468;3.046;30;433;3.459;3.104;;
5103;5650;AK Aachen (N);5;NW;A;44;;8+1;Düsseldorf;AS Broichweiden;O;Aachen;AK Kreuz Aachen (A4);W;4;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300.724;5.632.399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,80899637;6,17144734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;5103027A5103069A;0,510;Ri1_ist_NachNK;5.437;5.440;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
5203;5020;AK Aachen (S);5;NW;A;44;;8+1;Düsseldorf;AK Kreuz Aachen (A4);O;Lüttich (B);AS Aachen-Brand;W;4;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300.533;5.631.175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,79793787;6,16940382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;5202037A5103027A;5,612;Ri1_ist_NachNK;4.355;2.743;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4705;5081;AK Neersen (N);5;NW;A;44;;8+1;Düsseldorf;AS Neersen;O;Aachen;AK Kreuz Neersen (A52);W;4;70,3;302;190;59;53;54.015;27.171;26.844;59.604;30.235;29.369;53.211;26.282;26.929;34.130;16.826;17.303;+2,1;+1,9;-1,2;+10,2;5.341;2.690;2.651;6.563;3.324;3.239;5.522;2.729;2.794;548;274;274;-4,2;-3,6;-6,0;-5,6;9,9;11,0;10,4;1,6;0,89;0,58;1,01;3.073;9,6;607;12,6;3.427;10,6;2.008;4,7;;;;;;;;;;;;;;;;;;C;D;A;A;A;B;8;;D;8;17;D;8;17;D;8;17;D;8;16;D;8;15;D;15;;D;14;;D;18;;C;15;;88,2;8,3;0,4;0,8;3,6;6,2;4,8;0,1;1,0;87,1;8,5;0,3;0,8;4,0;6,9;5,4;0,1;1,1;87,7;8,6;0,5;0,9;3,8;6,5;5,0;0,1;1,0;96,8;6,0;0,6;0,8;0,8;0,8;0,7;0,1;0,8;324.906;5.680.703;61.355;31.000;30.355;7.256;3.656;3.601;41.776;20.754;21.022;1.682;846;836;;;;;;;;;;;;;;;;;62.657;31.840;30.816;7.438;3.768;3.670;11,9;11,8;11,9;51,25077205;6,49098445;3.021;2.698;11,1;10,1;8,5;10,0;5,4;5,7;9,5;8,8;33.032;31.829;0,57;0,60;0,97;0,95;1,01;1,01;0,68;0,70;3.051;142;222;14;1.907;27;66;8;529;23;53;2;60;4704096A4704097A;0,953;Ri1_ist_NachNK;3.360;1.492;2;2;10.224;3,8;0,3;1.112.105;10.110;3,81;0,3;1.103.160;20;992;1.679;1.294;20;965;1.667;1.292;;
5202;5077;Aachen-Brand;5;NW;A;44;;8+1;Aachen;AS Aachen-Brand;O;Lüttich (B);AS Aachen-Lichtenbusch;W;4;0,6;270;181;61;28;42.960;22.029;20.931;44.444;22.599;21.845;45.920;23.553;22.367;33.724;18.000;15.725;+15,1;+13,8;+14,7;+22,4;8.595;4.342;4.253;10.348;5.221;5.127;8.972;4.503;4.469;1.574;856;718;-0,4;-0,9;+2,3;-7,5;20,0;23,3;19,5;4,7;1,03;0,76;1,09;2.418;18,2;534;36,5;2.654;18,7;1.709;15,6;;;;;;;;;;;;;;;;;;D;C;D;B;B;D;8;17;E;17;;D;8;17;E;17;;C;;;E;17;;D;15;;D;12;;D;18;;B;13;;78,7;8,6;0,6;1,3;3,2;16,6;14,6;0,2;0,0;75,5;8,7;0,4;1,2;3,5;19,5;17,2;0,2;0,0;78,9;8,9;0,6;1,5;3,1;16,3;14,3;0,2;0,0;94,0;7,9;1,3;1,4;1,6;2,9;2,5;0,2;0,0;297.389;5.622.998;45.573;23.194;22.379;11.037;5.571;5.466;41.128;21.107;20.022;4.998;2.475;2.523;;;;;;;;;;;;;;;;;45.157;22.919;22.237;11.280;5.699;5.580;25,0;24,9;25,1;50,72340742;6,12935408;2.030;2.075;9,2;9,9;15,0;11,4;11,9;9,7;8,9;9,3;23.291;22.454;0,80;0,71;0,95;0,98;1,10;1,09;0,89;0,89;2.139;90;407;17;1.435;45;222;8;338;24;171;1;20;5202047A5202037A;0,368;Ri1_ist_NachNK;2.780;893;2;2;18.872;4,35;0,33;2.276.640;18.661;4,39;0,33;2.268.918;39;723;3.579;3.122;42;645;3.566;3.169;;
4608;5067;Birth (Tunnel Velbert);5;NW;A;44;;8+1;Dortmund;AS Velbert-Nord (B224);O;Düsseldorf;AS Hetterscheidt;W;4;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;361.618;5.688.568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,33154118;7,01361288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;4608143O4608117A;0,294;Ri1_ist_NachNK;2.287;398;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4706;5079;Ilverich;5;NW;A;44;;8+1;Düsseldorf;AS Düsseldorf-Messe/Stadion;O;Aachen;AS Lank-Latum;W;6;85,7;145;102;17;26;66.980;32.715;34.265;72.199;35.389;36.809;66.676;32.342;34.334;47.851;23.185;24.667;+6,7;+6,0;+3,5;+16,9;5.895;2.823;3.072;7.208;3.456;3.752;6.119;2.896;3.223;709;367;342;-1,6;-2,3;-0,2;+9,6;8,8;10,0;9,2;1,5;0,92;0,65;1,00;3.770;8,5;832;12,0;4.159;9,3;2.605;4,4;;;;;;;;;;;;;;;;;;E;D;A;A;A;B;8;;E;17;;B;8;;E;17;;B;8;;D;8;15;D;13;;D;14;;C;14;;C;15;;90,3;9,1;0,3;0,6;2,8;5,9;4,8;0,1;0,3;89,1;9,5;0,3;0,6;3,1;6,7;5,5;0,1;0,3;89,9;9,2;0,4;0,6;2,9;6,1;5,0;0,1;0,3;97,6;6,8;0,5;0,6;0,8;0,7;0,5;0,1;0,3;337.647;5.684.466;74.541;36.412;38.128;8.022;3.832;4.189;52.778;25.978;26.801;1.674;815;859;;;;;;;;;;;;;;;;;75.613;37.029;38.583;8.205;3.932;4.272;10,9;10,6;11,1;51,28835062;6,67167936;3.957;3.620;12,1;10,6;7,8;5,9;4,6;4,2;10,7;9,4;39.070;40.740;0,66;0,65;0,97;0,94;1,00;1,01;0,71;0,68;3.758;136;250;14;2.481;30;85;9;730;25;75;2;80;4705068A4706164A;1,091;Ri1_ist_NachNK;3.744;1.882;3;3;10.950;3,88;0,31;1.097.180;12.203;3,97;0,31;1.245.231;34;954;1.835;1.498;42;923;2.107;1.714;;
5004;5017;Jülich-Mersch;5;NW;A;44;;8+1;Düsseldorf;AS Titz;O;Aachen;AS Jülich-Ost;W;4;34,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315.074;5.649.508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,96744656;6,36622935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;5004037A4904044A;0,284;Ri1_ist_NachNK;2.081;218;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4608;5066;Langenberg;5;NW;A;44;;8+1;Dortmund;AS Langenberg;O;Düsseldorf;AD Dreieck Velbert-Nord (A535);W;4;10,5;148;102;18;28;27.366;13.931;13.435;30.250;15.380;14.871;26.709;13.675;13.034;17.404;8.835;8.569;+1,5;+2,2;-2,7;+5,7;;;;;;;;;;;;;;;;;;;;;0,88;0,59;1,01;1.563;;294;;1.719;;1.094;;;;;;;;;;;;;;;;;;;E;F;A;A;A;E;17;;B;8;;E;17;;B;8;;E;15;;B;8;;G;15;;D;15;;C;15;;C;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;364.221;5.691.400;30.825;15.678;15.147;;;;22.289;11.442;10.847;;;;;;;;;;;;;;;;;;;;31.546;16.026;15.520;;;;;;;51,35761906;7,04987896;1.681;1.708;12,1;12,7;;;;;10,5;11,0;16.754;16.309;0,60;0,59;0,95;0,95;1,02;0,99;0,75;0,72;;;;;;;;;;;;;100;4608119A4608129A;0,855;Ri1_ist_NachNK;3.305;1.455;2;2;;;;;;;;;;;;;;;;;Keine SV-Auswertung in 2022 / Fehlerhafte Fahrzeugartenanalyse in 2022;
4419;5136;Lichtenau-Blankenrode;5;NW;A;44;;8+1;Kassel;AS Marsberg (B7);O;Dortmund;AS Lichtenau;W;5;58,5;200;128;46;26;53.318;26.780;26.538;52.863;26.826;26.038;55.846;28.426;27.421;51.870;24.562;27.308;+16,2;+16,5;+9,4;+25,6;14.891;7.646;7.245;17.988;9.216;8.771;15.743;8.041;7.702;2.255;1.282;974;+4,4;+4,3;+5,5;-1,4;27,9;34,0;28,2;4,3;1,06;0,93;1,17;2.865;24,5;934;49,0;3.076;24,7;2.233;23,8;;;;;;;;;;;;;;;;;;D;C;E;C;D;C;;;C;;;C;;;C;;;C;;;E;16;;B;12;;D;13;;B;13;;C;17;;70,0;11,1;0,4;2,1;2,5;25,2;20,5;0,2;0,0;64,1;11,6;0,3;1,9;2,9;30,9;25,2;0,2;0,0;69,3;11,3;0,4;2,5;2,5;25,5;20,7;0,2;0,0;93,2;9,1;0,6;2,5;1,0;3,1;2,6;0,2;0,0;492.506;5.709.265;54.664;27.871;26.793;19.734;10.175;9.559;48.494;24.097;24.397;6.245;2.855;3.390;;;;;;;;;;;;;;;;;53.946;27.498;26.448;20.087;10.358;9.729;37,2;37,7;36,8;51,53444483;8,89195025;2.697;2.884;10,1;10,9;2,3;2,1;1,2;0,8;9,8;10,9;27.130;26.005;0,87;1,00;0,98;0,98;1,19;1,15;0,82;0,89;2.304;82;676;14;1.694;53;478;7;474;31;427;2;150;4419005A4419025O;3,743;Ri1_ist_NachNK;5.678;5.679;2;3;34.749;4,54;0,34;4.276.519;32.829;4,53;0,34;3.630.039;53;672;6.921;5.644;54;671;6.521;5.303;;
4705;5078;Neersen;5;NW;A;44;;8+1;Düsseldorf;AS Münchheide;O;Aachen;AS Neersen (B7/L361);W;4;70,3;300;188;59;53;50.769;25.995;24.774;56.132;28.988;27.144;49.653;25.087;24.566;32.113;15.939;16.174;+0,2;-0,1;-3,0;+8,8;5.252;2.697;2.555;6.463;3.332;3.131;5.402;2.735;2.667;540;279;261;-5,4;-4,9;-7,2;-5,4;10,3;11,5;10,9;1,7;0,88;0,58;1,02;2.881;10,1;584;13,1;3.217;11,0;1.874;5,0;;;;;;;;;;;;;;;;;;E;C;A;A;A;B;8;;D;8;17;B;8;;E;17;;B;8;;D;8;15;A;;;D;15;;D;18;;C;15;;87,7;8,4;0,5;0,8;3,8;6,4;5,0;0,1;1,2;86,5;8,7;0,4;0,8;4,2;7,2;5,6;0,1;1,2;87,1;8,7;0,6;0,9;4,0;6,8;5,2;0,1;1,1;96,5;6,4;0,7;0,8;0,9;0,7;0,6;0,1;1,0;325.705;5.681.961;57.686;29.727;27.959;7.129;3.660;3.469;39.133;19.704;19.429;1.683;869;814;;;;;;;;;;;;;;;;;59.025;30.559;28.466;7.319;3.774;3.546;12,4;12,3;12,5;51,26231423;6,50180443;3.182;2.632;12,2;10,6;8,3;6,9;4,9;4,5;10,4;9,2;31.543;29.435;0,56;0,61;0,98;0,94;1,01;1,02;0,68;0,71;2.845;140;216;16;1.771;28;65;10;505;24;53;3;70;4704097A4705076A;1,165;Ri1_ist_NachNK;1.536;3.449;2;2;10.165;3,77;0,3;1.097.114;9.777;3,83;0,3;1.069.669;18;1.029;1.651;1.265;19;916;1.620;1.255;;
4706;5097;Ratingen-Schwarzbach;5;NW;A;44;;8+1;Velbert;AS Reichswaldallee (L455);O;Aachen;AK Kreuz Düsseldorf-Nord (A52);W;5;97,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;346.983;5.683.691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,28396701;6,80578998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;4706171A4707062A;0,286;Ri1_ist_NachNK;1.102;1.209;3;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4414;5110;Soest;5;NW;A;44;;8+1;Kassel;AS Soest;O;Dortmund;AK Kreuz Werl (A445);W;4;119,8;209;136;47;26;54.315;27.138;27.176;54.890;27.764;27.126;55.948;28.340;27.608;50.127;23.301;26.826;+8,0;+8,0;+3,0;+16,1;11.840;6.006;5.833;14.326;7.271;7.055;12.503;6.372;6.131;1.720;824;896;+0,4;+0,5;+0,2;-1,0;21,8;26,1;22,3;3,4;1,02;0,89;1,12;2.997;19,4;795;39,7;3.252;20,0;2.232;16,9;;;;;;;;;;;;;;;;;;D;D;B;B;D;C;;;C;;;C;;;C;;;C;;;E;15;;B;12;;D;14;;B;14;;D;18;;76,7;9,5;1,2;1,5;3,4;18,3;15,2;0,2;0,0;72,5;10,0;1,1;1,4;3,9;22,1;18,3;0,2;0,0;76,0;9,8;1,3;1,7;3,4;18,8;15,6;0,2;0,0;94,9;7,1;1,8;1,7;1,3;2,0;1,6;0,2;0,0;433.993;5.710.961;56.263;28.497;27.766;15.808;8.049;7.759;49.783;25.056;24.727;4.478;2.186;2.292;;;;;;;;;;;;;;;;;55.936;28.341;27.595;16.093;8.184;7.910;28,8;28,9;28,7;51,54587653;8,04810532;2.527;2.683;9,3;9,9;17,2;1,8;14,1;0,7;8,9;9,7;28.430;27.583;0,82;0,96;0,93;1,00;1,16;1,09;0,87;0,91;2.563;115;535;39;1.823;59;318;32;470;38;278;9;140;4413071O4414012A;8,164;Ri1_ist_NachNK;5.702;5.703;2;2;26.321;4,38;0,33;3.176.321;25.425;4,36;0,33;3.057.476;46;906;5.055;4.205;45;930;4.858;4.029;;
4412;5135;Unna-Süd;5;NW;A;44;;8+1;Kassel;AS Unna-Ost (L672);O;Dortmund;AK Kreuz Dortmund/Unna (A1);W;6;145,9;115;91;10;14;82.993;41.587;41.406;84.738;42.966;41.772;85.318;43.057;42.261;73.574;34.602;38.972;+8,5;+8,5;+3,4;+16,5;14.086;6.984;7.102;17.125;8.487;8.638;14.912;7.412;7.501;1.698;830;868;-1,5;-1,5;-1,3;-2,3;17,0;20,2;17,5;2,3;1,01;0,86;1,09;4.620;15,1;1.134;32,2;5.054;15,8;3.320;11,8;;;;;;;;;;;;;;;;;;D;D;B;B;D;C;;;D;8;17;C;;;C;;;C;;;C;;;B;12;;D;15;;B;14;;D;18;;81,7;9,8;0,5;1,4;2,5;14,4;12,0;0,1;0,0;78,5;10,5;0,4;1,3;2,9;17,2;14,4;0,1;0,0;81,1;10,0;0,6;1,4;2,5;14,8;12,4;0,1;0,0;96,2;6,7;1,0;1,5;0,7;1,5;1,3;0,1;0,0;408.450;5.708.494;86.433;43.728;42.705;19.015;9.445;9.570;77.373;39.408;37.965;4.732;2.273;2.459;;;;;;;;;;;;;;;;;86.143;43.671;42.472;19.342;9.601;9.741;22,5;22,0;22,9;51,52013875;7,68046341;3.677;3.611;8,8;8,7;16,2;6,1;13,8;4,8;8,4;8,5;44.546;42.745;0,80;0,92;0,92;0,99;1,12;1,06;0,90;0,90;4.225;136;664;28;2.913;51;340;16;764;41;324;5;130;4411094A4412024A;1,566;Ri1_ist_NachNK;4.032;4.523;3;3;30.750;4,4;0,33;3.346.522;31.179;4,39;0,33;3.393.137;38;1.014;5.932;4.969;57;1.052;5.993;5.028;;
